플랫폼,날짜,순위,게임명,퍼블리셔
구글플레이,2025-07-29,60,Shadowverse: Worlds Beyond,"Cygames, Inc."
구글플레이,2025-07-29,61,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED"
구글플레이,2025-07-29,62,eFootball™,KONAMI
구글플레이,2025-07-29,63,에픽세븐,"Smilegate Holdings, Inc"
구글플레이,2025-07-29,64,블레이드&소울 레볼루션,Netmarble
구글플레이,2025-07-29,65,메카 어셈블:좀비 스웜,ONEMT SGP
구글플레이,2025-07-29,66,에그몬 월드:저니,"Apollo Technology Co.,Ltd"
구글플레이,2025-07-29,67,궁수의 전설2,Habby
구글플레이,2025-07-29,68,아레스 : 라이즈 오브 가디언즈,Kakao Games Corp.
구글플레이,2025-07-29,69,토치라이트: 인피니트,XD Entertainment Pte Ltd
구글플레이,2025-07-29,70,버섯커 키우기-3000뽑기 증정,Joy Nice Games
구글플레이,2025-07-29,71,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp
구글플레이,2025-07-29,72,뮤 모나크2,Webzen Inc.
구글플레이,2025-07-29,73,서머너즈 워 X TEKKEN 8,Com2uS
구글플레이,2025-07-29,74,맛있는 여행: 합성 게임,Century Games PTE. LTD.
구글플레이,2025-07-29,75,모에라이: 운명의 계약,Ujoy Games
구글플레이,2025-07-29,76,패스 오브 라이징,SPGFun
구글플레이,2025-07-29,77,데블M,37 Mobile Games
구글플레이,2025-07-29,78,Top Girl,A3Games
구글플레이,2025-07-29,79,피쉬돔 (Fishdom),Playrix
구글플레이,2025-07-29,80,미르2: 깨어난 사북성,HK ZHILI YAOAN LIMITED
구글플레이,2025-07-29,81,한게임 신맞고 : 대한민국 원조 고스톱,NHN Corp.
구글플레이,2025-07-29,82,하스스톤,"Blizzard Entertainment, Inc."
구글플레이,2025-07-29,83,귀신의 저주: 검객,WSCL Games Ltd.
구글플레이,2025-07-29,84,소녀전선2: 망명,HaoPlay Limited
구글플레이,2025-07-29,85,명조:워더링 웨이브,HK KURO GAMES LIMITED
구글플레이,2025-07-29,86,뮤 모나크,Webzen Inc.
구글플레이,2025-07-29,87,기적의 검,4399 KOREA
구글플레이,2025-07-29,88,컴투스프로야구2025,Com2uS
구글플레이,2025-07-29,89,좀비 웨이브스,Fun Formula
구글플레이,2025-07-29,90,콩콩던전,Habby
구글플레이,2025-07-29,91,창세기전 모바일,LINE Games
구글플레이,2025-07-29,92,로드나인,"Smilegate Holdings, Inc"
구글플레이,2025-07-29,93,Top War: Battle Game,RiverGame
구글플레이,2025-07-29,94,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc"
구글플레이,2025-07-29,95,쿠키런: 킹덤,Devsisters Corporation
구글플레이,2025-07-29,96,패밀리 아일랜드 - 농장모험게임,Melsoft Games Ltd
구글플레이,2025-07-29,97,에이지 오브 제트: 타워 디펜스,CamelStudio
구글플레이,2025-07-29,98,저니 오브 모나크,NCSOFT
구글플레이,2025-07-29,99,라이즈 오브 킹덤즈,LilithGames
구글플레이,2025-07-29,100,레이싱 마스터(Racing Master),Exptional Global
구글플레이,2025-07-30,1,리니지M,NCSOFT
구글플레이,2025-07-30,2,WOS: 화이트아웃 서바이벌,Century Games PTE. LTD.
구글플레이,2025-07-30,3,라스트 워: 서바이벌,FUNFLY PTE. LTD.
구글플레이,2025-07-30,4,마비노기 모바일,NEXON Company
구글플레이,2025-07-30,5,승리의 여신: 니케,Level Infinite
구글플레이,2025-07-30,6,세븐나이츠 리버스,Netmarble
구글플레이,2025-07-30,7,오딘: 발할라 라이징,Kakao Games Corp.
구글플레이,2025-07-30,8,Roblox,Roblox Corporation
구글플레이,2025-07-30,9,로얄 매치 Royal Match,"Dream Games, Ltd."
구글플레이,2025-07-30,10,RF 온라인 넥스트,Netmarble
구글플레이,2025-07-30,11,킹샷:Kingshot,Century Games PTE. LTD.
구글플레이,2025-07-30,12,젠레스 존 제로,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-30,13,갓깨비 키우기-999뽑기 증정,Joy Nice Games
구글플레이,2025-07-30,14,리니지W,NCSOFT
구글플레이,2025-07-30,15,Last Z: Survival Shooter,Florere Game
구글플레이,2025-07-30,16,FC 모바일,NEXON Company
구글플레이,2025-07-30,17,Limbus Company,Project Moon
구글플레이,2025-07-30,18,붕괴: 스타레일,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-30,19,Dark War Survival,Florere Game
구글플레이,2025-07-30,20,리니지2M,NCSOFT
구글플레이,2025-07-30,21,DK모바일 리본,NTRANCE CORP.
구글플레이,2025-07-30,22,탑 히어로즈,RiverGame
구글플레이,2025-07-30,23,씨사이드 익스케이프: 합성 & 스토리 게임,Microfun Limited
구글플레이,2025-07-30,24,I9: 인페르노 나인 - <나만뉴> 콜라보,"Leniu Technology Co., Limited"
구글플레이,2025-07-30,25,가십하버: 합성 & 스토리 게임,Microfun Limited
구글플레이,2025-07-30,26,명일방주,Yostar Limited.
구글플레이,2025-07-30,27,블루 아카이브,NEXON Company
구글플레이,2025-07-30,28,운빨존많겜,111%
구글플레이,2025-07-30,29,한게임 포커,NHN Corp.
구글플레이,2025-07-30,30,꿈의 정원 (Gardenscapes),Playrix
구글플레이,2025-07-30,31,사북성:언데드,Star Entertainment HK
구글플레이,2025-07-30,32,냥코 대전쟁,PONOS Corporation
구글플레이,2025-07-30,33,레전드 오브 이미르,"Wemade Co., Ltd"
구글플레이,2025-07-30,34,인생존망겜,37GAMES
구글플레이,2025-07-30,35,브롤스타즈,Supercell
구글플레이,2025-07-30,36,한게임포커 클래식 : 7포커 홀덤 섯다 훌라 슬롯,NHN Corp.
구글플레이,2025-07-30,37,배틀그라운드,"KRAFTON, Inc."
구글플레이,2025-07-30,38,EA SPORTS FC Online M,NEXON Company
구글플레이,2025-07-30,39,메이플스토리M,NEXON Company
구글플레이,2025-07-30,40,우마무스메 프리티 더비,Kakao Games Corp.
구글플레이,2025-07-30,41,브라운더스트2 - 어드벤처 RPG,NEOWIZ
구글플레이,2025-07-30,42,리니지2 레볼루션,Netmarble
구글플레이,2025-07-30,43,랜드 오브 제일,SINGAPORE JUST GAME TECHNOLOGY PTE. LTD.
구글플레이,2025-07-30,44,로얄 킹덤 (Royal Kingdom),"Dream Games, Ltd."
구글플레이,2025-07-30,45,컴투스프로야구V25,Com2uS
구글플레이,2025-07-30,46,캔디크러쉬사가 (Candy Crush Saga),King
구글플레이,2025-07-30,47,트릭컬 리바이브,EPIDGames
구글플레이,2025-07-30,48,클래시 로얄,Supercell
구글플레이,2025-07-30,49,실버 앤 블러드:뱀파이어 RPG,Vizta Games
구글플레이,2025-07-30,50,한게임 섯다&맞고,NHN Corp.
구글플레이,2025-07-30,51,나이트 크로우,"Wemade Co., Ltd"
구글플레이,2025-07-30,52,"피망 포커 : 카지노 로얄 - 홀덤, 7포커, 바둑이",NEOWIZ corp
구글플레이,2025-07-30,53,레이븐2,Netmarble
구글플레이,2025-07-30,54,아키에이지 워,Kakao Games Corp.
구글플레이,2025-07-30,55,Travel Town - 결합 어드벤처,Magmatic Games LTD
구글플레이,2025-07-30,56,꿈의 마을 (Township),Playrix
구글플레이,2025-07-30,57,SD건담 지 제네레이션 이터널,Bandai Namco Entertainment Inc.
구글플레이,2025-07-30,58,원신,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-30,59,꿈의 집 (Homescapes),Playrix
구글플레이,2025-07-30,60,Shadowverse: Worlds Beyond,"Cygames, Inc."
구글플레이,2025-07-30,61,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED"
구글플레이,2025-07-30,62,eFootball™,KONAMI
구글플레이,2025-07-30,63,에픽세븐,"Smilegate Holdings, Inc"
구글플레이,2025-07-30,64,블레이드&소울 레볼루션,Netmarble
구글플레이,2025-07-30,65,메카 어셈블:좀비 스웜,ONEMT SGP
구글플레이,2025-07-30,66,에그몬 월드:저니,"Apollo Technology Co.,Ltd"
구글플레이,2025-07-30,67,궁수의 전설2,Habby
구글플레이,2025-07-30,68,아레스 : 라이즈 오브 가디언즈,Kakao Games Corp.
구글플레이,2025-07-30,69,토치라이트: 인피니트,XD Entertainment Pte Ltd
구글플레이,2025-07-30,70,버섯커 키우기-3000뽑기 증정,Joy Nice Games
구글플레이,2025-07-30,71,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp
구글플레이,2025-07-30,72,뮤 모나크2,Webzen Inc.
구글플레이,2025-07-30,73,서머너즈 워 X TEKKEN 8,Com2uS
구글플레이,2025-07-30,74,맛있는 여행: 합성 게임,Century Games PTE. LTD.
구글플레이,2025-07-30,75,모에라이: 운명의 계약,Ujoy Games
구글플레이,2025-07-30,76,패스 오브 라이징,SPGFun
구글플레이,2025-07-30,77,데블M,37 Mobile Games
구글플레이,2025-07-30,78,Top Girl,A3Games
구글플레이,2025-07-30,79,피쉬돔 (Fishdom),Playrix
구글플레이,2025-07-30,80,미르2: 깨어난 사북성,HK ZHILI YAOAN LIMITED
구글플레이,2025-07-30,81,한게임 신맞고 : 대한민국 원조 고스톱,NHN Corp.
구글플레이,2025-07-30,82,하스스톤,"Blizzard Entertainment, Inc."
구글플레이,2025-07-30,83,귀신의 저주: 검객,WSCL Games Ltd.
구글플레이,2025-07-30,84,소녀전선2: 망명,HaoPlay Limited
구글플레이,2025-07-30,85,명조:워더링 웨이브,HK KURO GAMES LIMITED
구글플레이,2025-07-30,86,뮤 모나크,Webzen Inc.
구글플레이,2025-07-30,87,기적의 검,4399 KOREA
구글플레이,2025-07-30,88,컴투스프로야구2025,Com2uS
구글플레이,2025-07-30,89,좀비 웨이브스,Fun Formula
구글플레이,2025-07-30,90,콩콩던전,Habby
구글플레이,2025-07-30,91,창세기전 모바일,LINE Games
구글플레이,2025-07-30,92,로드나인,"Smilegate Holdings, Inc"
구글플레이,2025-07-30,93,Top War: Battle Game,RiverGame
구글플레이,2025-07-30,94,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc"
구글플레이,2025-07-30,95,쿠키런: 킹덤,Devsisters Corporation
구글플레이,2025-07-30,96,패밀리 아일랜드 - 농장모험게임,Melsoft Games Ltd
구글플레이,2025-07-30,97,에이지 오브 제트: 타워 디펜스,CamelStudio
구글플레이,2025-07-30,98,저니 오브 모나크,NCSOFT
구글플레이,2025-07-30,99,라이즈 오브 킹덤즈,LilithGames
구글플레이,2025-07-30,100,레이싱 마스터(Racing Master),Exptional Global
구글플레이,2025-07-31,1,리니지M,NCSOFT
구글플레이,2025-07-31,2,WOS: 화이트아웃 서바이벌,Century Games PTE. LTD.
구글플레이,2025-07-31,3,라스트 워: 서바이벌,FUNFLY PTE. LTD.
구글플레이,2025-07-31,4,마비노기 모바일,NEXON Company
구글플레이,2025-07-31,5,승리의 여신: 니케,Level Infinite
구글플레이,2025-07-31,6,세븐나이츠 리버스,Netmarble
구글플레이,2025-07-31,7,오딘: 발할라 라이징,Kakao Games Corp.
구글플레이,2025-07-31,8,Roblox,Roblox Corporation
구글플레이,2025-07-31,9,로얄 매치 Royal Match,"Dream Games, Ltd."
구글플레이,2025-07-31,10,RF 온라인 넥스트,Netmarble
구글플레이,2025-07-31,11,킹샷:Kingshot,Century Games PTE. LTD.
구글플레이,2025-07-31,12,젠레스 존 제로,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-31,13,갓깨비 키우기-999뽑기 증정,Joy Nice Games
구글플레이,2025-07-31,14,리니지W,NCSOFT
구글플레이,2025-07-31,15,Last Z: Survival Shooter,Florere Game
구글플레이,2025-07-31,16,FC 모바일,NEXON Company
구글플레이,2025-07-31,17,Limbus Company,Project Moon
구글플레이,2025-07-31,18,붕괴: 스타레일,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-31,19,Dark War Survival,Florere Game
구글플레이,2025-07-31,20,리니지2M,NCSOFT
구글플레이,2025-07-31,21,DK모바일 리본,NTRANCE CORP.
구글플레이,2025-07-31,22,탑 히어로즈,RiverGame
구글플레이,2025-07-31,23,씨사이드 익스케이프: 합성 & 스토리 게임,Microfun Limited
구글플레이,2025-07-31,24,I9: 인페르노 나인 - <나만뉴> 콜라보,"Leniu Technology Co., Limited"
구글플레이,2025-07-31,25,가십하버: 합성 & 스토리 게임,Microfun Limited
구글플레이,2025-07-31,26,명일방주,Yostar Limited.
구글플레이,2025-07-31,27,블루 아카이브,NEXON Company
구글플레이,2025-07-31,28,운빨존많겜,111%
구글플레이,2025-07-31,29,한게임 포커,NHN Corp.
구글플레이,2025-07-31,30,꿈의 정원 (Gardenscapes),Playrix
구글플레이,2025-07-31,31,냥코 대전쟁,PONOS Corporation
구글플레이,2025-07-31,32,레전드 오브 이미르,"Wemade Co., Ltd"
구글플레이,2025-07-31,33,인생존망겜,37GAMES
구글플레이,2025-07-31,34,브롤스타즈,Supercell
구글플레이,2025-07-31,35,한게임포커 클래식 : 7포커 홀덤 섯다 훌라 슬롯,NHN Corp.
구글플레이,2025-07-31,36,배틀그라운드,"KRAFTON, Inc."
구글플레이,2025-07-31,37,EA SPORTS FC Online M,NEXON Company
구글플레이,2025-07-31,38,메이플스토리M,NEXON Company
구글플레이,2025-07-31,39,우마무스메 프리티 더비,Kakao Games Corp.
구글플레이,2025-07-31,40,브라운더스트2 - 어드벤처 RPG,NEOWIZ
구글플레이,2025-07-31,41,리니지2 레볼루션,Netmarble
구글플레이,2025-07-31,42,랜드 오브 제일,SINGAPORE JUST GAME TECHNOLOGY PTE. LTD.
구글플레이,2025-07-31,43,로얄 킹덤 (Royal Kingdom),"Dream Games, Ltd."
구글플레이,2025-07-31,44,컴투스프로야구V25,Com2uS
구글플레이,2025-07-31,45,캔디크러쉬사가 (Candy Crush Saga),King
구글플레이,2025-07-31,46,트릭컬 리바이브,EPIDGames
구글플레이,2025-07-31,47,클래시 로얄,Supercell
구글플레이,2025-07-31,48,실버 앤 블러드:뱀파이어 RPG,Vizta Games
구글플레이,2025-07-31,49,한게임 섯다&맞고,NHN Corp.
구글플레이,2025-07-31,50,나이트 크로우,"Wemade Co., Ltd"
구글플레이,2025-07-31,51,"피망 포커 : 카지노 로얄 - 홀덤, 7포커, 바둑이",NEOWIZ corp
구글플레이,2025-07-31,52,레이븐2,Netmarble
구글플레이,2025-07-31,53,아키에이지 워,Kakao Games Corp.
구글플레이,2025-07-31,54,Travel Town - 결합 어드벤처,Magmatic Games LTD
구글플레이,2025-07-31,55,꿈의 마을 (Township),Playrix
구글플레이,2025-07-31,56,SD건담 지 제네레이션 이터널,Bandai Namco Entertainment Inc.
구글플레이,2025-07-31,57,원신,COGNOSPHERE PTE. LTD.
구글플레이,2025-07-31,58,꿈의 집 (Homescapes),Playrix
구글플레이,2025-07-31,59,Shadowverse: Worlds Beyond,"Cygames, Inc."
구글플레이,2025-07-31,60,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED"
구글플레이,2025-07-31,61,eFootball™,KONAMI
구글플레이,2025-07-31,62,에픽세븐,"Smilegate Holdings, Inc"
구글플레이,2025-07-31,63,블레이드&소울 레볼루션,Netmarble
구글플레이,2025-07-31,64,메카 어셈블:좀비 스웜,ONEMT SGP
구글플레이,2025-07-31,65,에그몬 월드:저니,"Apollo Technology Co.,Ltd"
구글플레이,2025-07-31,66,궁수의 전설2,Habby
구글플레이,2025-07-31,67,아레스 : 라이즈 오브 가디언즈,Kakao Games Corp.
구글플레이,2025-07-31,68,토치라이트: 인피니트,XD Entertainment Pte Ltd
구글플레이,2025-07-31,69,버섯커 키우기-3000뽑기 증정,Joy Nice Games
구글플레이,2025-07-31,70,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp
구글플레이,2025-07-31,71,뮤 모나크2,Webzen Inc.
구글플레이,2025-07-31,72,서머너즈 워 X TEKKEN 8,Com2uS
구글플레이,2025-07-31,73,맛있는 여행: 합성 게임,Century Games PTE. LTD.
구글플레이,2025-07-31,74,모에라이: 운명의 계약,Ujoy Games
구글플레이,2025-07-31,75,패스 오브 라이징,SPGFun
구글플레이,2025-07-31,76,데블M,37 Mobile Games
구글플레이,2025-07-31,77,Top Girl,A3Games
구글플레이,2025-07-31,78,피쉬돔 (Fishdom),Playrix
구글플레이,2025-07-31,79,미르2: 깨어난 사북성,HK ZHILI YAOAN LIMITED
구글플레이,2025-07-31,80,한게임 신맞고 : 대한민국 원조 고스톱,NHN Corp.
구글플레이,2025-07-31,81,하스스톤,"Blizzard Entertainment, Inc."
구글플레이,2025-07-31,82,귀신의 저주: 검객,WSCL Games Ltd.
구글플레이,2025-07-31,83,소녀전선2: 망명,HaoPlay Limited
구글플레이,2025-07-31,84,명조:워더링 웨이브,HK KURO GAMES LIMITED
구글플레이,2025-07-31,85,뮤 모나크,Webzen Inc.
구글플레이,2025-07-31,86,기적의 검,4399 KOREA
구글플레이,2025-07-31,87,컴투스프로야구2025,Com2uS
구글플레이,2025-07-31,88,좀비 웨이브스,Fun Formula
구글플레이,2025-07-31,89,콩콩던전,Habby
구글플레이,2025-07-31,90,창세기전 모바일,LINE Games
구글플레이,2025-07-31,91,로드나인,"Smilegate Holdings, Inc"
구글플레이,2025-07-31,92,Top War: Battle Game,RiverGame
구글플레이,2025-07-31,93,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc"
구글플레이,2025-07-31,94,쿠키런: 킹덤,Devsisters Corporation
구글플레이,2025-07-31,95,패밀리 아일랜드 - 농장모험게임,Melsoft Games Ltd
구글플레이,2025-07-31,96,에이지 오브 제트: 타워 디펜스,CamelStudio
구글플레이,2025-07-31,97,저니 오브 모나크,NCSOFT
구글플레이,2025-07-31,98,라이즈 오브 킹덤즈,LilithGames
구글플레이,2025-07-31,99,레이싱 마스터(Racing Master),Exptional Global
구글플레이,2025-07-31,100,손가락 나갔다: 던전팡팡,CloudOceanStar
구글플레이,2025-08-01,1,리니지M,NCSOFT
구글플레이,2025-08-01,2,WOS: 화이트아웃 서바이벌,Century Games PTE. LTD.
구글플레이,2025-08-01,3,라스트 워: 서바이벌,FUNFLY PTE. LTD.
구글플레이,2025-08-01,4,마비노기 모바일,NEXON Company
구글플레이,2025-08-01,5,승리의 여신: 니케,Level Infinite
구글플레이,2025-08-01,6,세븐나이츠 리버스,Netmarble
구글플레이,2025-08-01,7,오딘: 발할라 라이징,Kakao Games Corp.
구글플레이,2025-08-01,8,Roblox,Roblox Corporation
구글플레이,2025-08-01,9,로얄 매치 Royal Match,"Dream Games, Ltd."
구글플레이,2025-08-01,10,RF 온라인 넥스트,Netmarble
구글플레이,2025-08-01,11,킹샷:Kingshot,Century Games PTE. LTD.
구글플레이,2025-08-01,12,젠레스 존 제로,COGNOSPHERE PTE. LTD.
구글플레이,2025-08-01,13,갓깨비 키우기-999뽑기 증정,Joy Nice Games
